symbol,company_name,sector,industry,market_cap_category,exchange,beta,average_volume_90_days,has_dividend,ipo_year
BJ,BJ's Wholesale Club,Consumer Staples,Consumer Staples Merchandise Retail,Mid,NYQ,0.332,1879606.0,No,
BKH,Black Hills Corporation,Utilities,Multi-Utilities,Mid,NYQ,0.704,978106.0,Yes,
BLD,TopBuild Corp.,Consumer Discretionary,Homebuilding,Mid,NYQ,1.721,324903.0,No,
BLKB,Blackbaud,Information Technology,Application Software,Mid,NMS,1.113,469779.0,No,
BMRN,BioMarin Pharmaceutical,Health Care,Biotechnology,Mid,NMS,0.256,2168100.0,No,
BRBR,BellRing Brands,Consumer Staples,Packaged Foods & Meats,Mid,NYQ,0.764,3987133.0,No,
BRKR,Bruker,Health Care,Health Care Equipment,Mid,NMS,1.188,2377649.0,Yes,
BROS,Dutch Bros Inc.,Consumer Discretionary,Restaurants,Mid,NYQ,2.549,4874018.0,No,
BRX,Brixmor Property Group,Real Estate,Retail REITs,Mid,NYQ,1.051,2960888.0,Yes,
BSY,Bentley Systems,Information Technology,Application Software,Mid,NMS,1.179,3064037.0,Yes,
BURL,Burlington Stores,Consumer Discretionary,Apparel Retail,Mid,NYQ,1.704,837574.0,No,
BWA,BorgWarner,Consumer Discretionary,Automotive Parts & Equipment,Mid,NYQ,1.025,2966230.0,Yes,
BWXT,BWX Technologies,Industrials,Aerospace & Defense,Mid,NYQ,0.805,1009459.0,Yes,
BYD,Boyd Gaming,Consumer Discretionary,Casinos & Gaming,Mid,NYQ,1.22,904479.0,Yes,
CACI,CACI International,Industrials,Diversified Support Services,Mid,NYQ,0.58,287213.0,No,
CAR,Avis Budget Group,Industrials,Passenger Ground Transportation,Mid,NMS,2.25,665418.0,No,
CART,Maplebear Inc.,Consumer Staples,Food Retail,Mid,NMS,0.987,5150293.0,No,
CASY,Casey's General Stores,Consumer Staples,Food Retail,Mid,NMS,0.646,395703.0,Yes,
CAVA,Cava Group,Consumer Discretionary,Restaurants,Mid,NYQ,2.176,3726576.0,No,
CBSH,Commerce Bancshares,Financials,Regional Banks,Mid,NMS,0.596,1327776.0,Yes,
CBT,Cabot Corp,Materials,Diversified Chemicals,Mid,NYQ,0.847,471535.0,Yes,
CCK,Crown Holdings,Materials,Paper & Plastic Packaging Products & Materials,Mid,NYQ,0.706,1134362.0,Yes,
CDP,COPT Defense Properties,Real Estate,Office REITs,Mid,NYQ,0.883,1244716.0,Yes,
CELH,Celsius Holdings,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Mid,NCM,0.956,4946879.0,No,
CFR,Frost Bank,Financials,Regional Banks,Mid,NYQ,0.618,556832.0,Yes,
CG,Carlyle Group,Financials,Asset Management & Custody Banks,Mid,NMS,2.064,3069354.0,Yes,
CGNX,Cognex,Information Technology,Electronic Equipment & Instruments,Mid,NMS,1.47,2161366.0,Yes,
CHDN,Churchill Downs Inc.,Consumer Discretionary,Casinos & Gaming,Mid,NMS,0.66,909450.0,Yes,
CHE,Chemed Corp.,Health Care,Health Care Services,Mid,NYQ,0.458,207552.0,Yes,
CHH,Choice Hotels,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Mid,NYQ,0.768,694067.0,Yes,
CHRD,Chord Energy,Energy,Oil & Gas Exploration & Production,Mid,NMS,0.712,995500.0,Yes,
CHWY,Chewy,Consumer Discretionary,Other Specialty Retail,Mid,NYQ,1.661,7763598.0,No,
CLF,Cleveland-Cliffs,Materials,Steel,Mid,NYQ,1.868,18014757.0,No,
CLH,Clean Harbors,Industrials,Environmental & Facilities Services,Mid,NYQ,0.946,492906.0,No,
CMC,Commercial Metals,Materials,Steel,Mid,NYQ,1.419,1238249.0,Yes,
CNH,CNH Industrial,Industrials,Agricultural & Farm Machinery,Mid,NYQ,1.319,13239047.0,Yes,
CNM,Core & Main,Industrials,Trading Companies & Distributors,Mid,NYQ,0.978,2091079.0,No,
CNO,CNO Financial Group,Financials,Life & Health Insurance,Mid,NYQ,0.853,637352.0,Yes,
CNX,CNX Resources,Energy,Oil & Gas Exploration & Production,Mid,NYQ,0.62,2347310.0,No,
CNXC,Concentrix,Industrials,Data Processing & Outsourced Services,Mid,NMS,0.434,1274916.0,Yes,
COHR,Coherent Corp.,Information Technology,Electronic Components,Mid,NYQ,1.909,6755071.0,No,
COKE,Coca-Cola Consolidated,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Mid,NMS,0.574,478966.0,Yes,
COLB,Columbia Banking System,Financials,Regional Banks,Mid,NMS,0.684,2855320.0,Yes,
COLM,Columbia Sportswear,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Mid,NMS,0.853,696493.0,Yes,
COTY,Coty,Consumer Staples,Personal Care Products,Mid,NYQ,0.905,8201283.0,No,
CPRI,Capri Holdings,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Mid,NYQ,1.431,3057598.0,No,
CR,Crane,Industrials,Industrial Machinery & Supplies & Components,Mid,NYQ,1.131,449593.0,Yes,
CRBG,Corebridge Financial,Financials,Asset Management & Custody Banks,Mid,NYQ,1.011,3975684.0,Yes,
CROX,Crocs,Consumer Discretionary,Footwear,Mid,NMS,1.539,1291488.0,No,
CRS,Carpenter Technology,Industrials,Industrial Machinery & Supplies & Components,Mid,NYQ,1.249,794896.0,Yes,
CRUS,Cirrus Logic,Information Technology,Semiconductors,Mid,NMS,1.124,597169.0,No,
CSL,Carlisle Companies,Industrials,Industrial Conglomerates,Mid,NYQ,0.888,455483.0,Yes,
CUBE,CubeSmart,Real Estate,Industrial REITs,Mid,NYQ,1.112,2455510.0,Yes,
CUZ,Cousins Properties,Real Estate,Office REITs,Mid,NYQ,1.199,2111720.0,Yes,
CVLT,CommVault Systems,Information Technology,Systems Software,Mid,NMS,0.593,1060657.0,No,
CW,Curtiss-Wright,Industrials,Aerospace & Defense,Mid,NYQ,0.914,292450.0,Yes,
CXT,Crane NXT,Information Technology,Electronic Equipment & Instruments,Mid,NYQ,1.344,687413.0,Yes,
CYTK,Cytokinetics,Health Care,Biotechnology,Mid,NMS,0.508,1890088.0,No,
DAR,Darling Ingredients,Consumer Staples,Agricultural Products & Services,Mid,NYQ,1.21,2611030.0,No,
DBX,Dropbox,Information Technology,Application Software,Mid,NMS,0.586,4084098.0,No,
DCI,Donaldson Company,Industrials,Industrial Machinery & Supplies & Components,Mid,NYQ,1.045,764913.0,Yes,
DINO,HF Sinclair,Energy,Oil & Gas Refining & Marketing,Mid,NYQ,0.844,3009276.0,Yes,
DKS,Dick's Sporting Goods,Consumer Discretionary,Specialty Stores,Mid,NYQ,1.254,1213588.0,Yes,
DLB,Dolby,Information Technology,Application Software,Mid,NYQ,0.841,779718.0,Yes,
DOCS,Doximity,Health Care,Health Care Technology,Mid,NYQ,1.44,3465801.0,No,
DOCU,Docusign,Information Technology,Application Software,Mid,NMS,1.064,4714208.0,No,
DT,Dynatrace,Information Technology,Application Software,Mid,NYQ,0.835,6769918.0,No,
DTM,DT Midstream,Energy,Oil & Gas Storage & Transportation,Mid,NYQ,0.778,786003.0,Yes,
DUOL,Duolingo,Consumer Discretionary,Education Services,Mid,NMS,0.892,2725823.0,No,
DY,Dycom Industries,Industrials,Construction & Engineering,Mid,NYQ,1.306,402957.0,No,
EEFT,Euronet Worldwide,Financials,Transaction & Payment Processing Services,Mid,NMS,0.822,683383.0,No,
EGP,EastGroup Properties,Real Estate,Industrial REITs,Mid,NYQ,1.108,359477.0,Yes,
EHC,Encompass Health,Health Care,Health Care Facilities,Mid,NYQ,0.56,1210793.0,Yes,
ELAN,Elanco,Health Care,Pharmaceuticals,Mid,NYQ,1.885,4835252.0,No,
ELF,e.l.f. Beauty,Consumer Staples,Personal Care Products,Mid,NYQ,1.679,2119876.0,No,
ELS,Equity Lifestyle Properties,Real Estate,Single-Family Residential REITs,Mid,NYQ,0.757,1956506.0,Yes,
ENS,EnerSys,Industrials,Electrical Components & Equipment,Mid,NYQ,1.128,472511.0,Yes,
ENSG,Ensign Group,Health Care,Health Care Facilities,Mid,NMS,0.801,374118.0,Yes,
ENTG,Entegris,Information Technology,Semiconductor Materials & Equipment,Mid,NMS,1.295,2918455.0,Yes,
EPR,EPR Properties,Real Estate,Other Specialized REITs,Mid,NYQ,0.957,841757.0,Yes,
EQH,Equitable Holdings,Financials,Diversified Financial Services,Mid,NYQ,1.099,3056227.0,Yes,
ESAB,ESAB,Industrials,Industrial Machinery & Supplies & Components,Mid,NYQ,1.196,468791.0,Yes,
ESNT,Essent Group Ltd.,Financials,Commercial & Residential Mortgage Finance,Mid,NYQ,0.874,734610.0,Yes,
EVR,Evercore,Financials,Investment Banking & Brokerage,Mid,NYQ,1.575,548467.0,Yes,
EWBC,East West Bancorp,Financials,Regional Banks,Mid,NMS,0.898,1133440.0,Yes,
EXEL,Exelixis,Health Care,Biotechnology,Mid,NMS,0.409,2794908.0,No,
EXLS,EXL Service,Industrials,Data Processing & Outsourced Services,Mid,NMS,0.905,2031191.0,No,
EXP,Eagle Materials,Materials,Construction Materials,Mid,NYQ,1.348,490035.0,Yes,
EXPO,"Exponent, Inc.",Industrials,Research & Consulting Services,Mid,NMS,0.775,457547.0,Yes,
FAF,First American Financial Corporation,Financials,Property & Casualty Insurance,Mid,NYQ,1.261,1063213.0,Yes,
FBIN,Fortune Brands Innovations,Industrials,Building Products,Mid,NYQ,1.468,2714788.0,Yes,
FCFS,FirstCash,Financials,Consumer Finance,Mid,NMS,0.463,278361.0,Yes,
FCN,FTI Consulting,Industrials,Research & Consulting Services,Mid,NYQ,0.026,374161.0,No,
FFIN,First Financial Bankshares,Financials,Regional Banks,Mid,NMS,0.837,843235.0,Yes,
FHI,Federated Hermes,Financials,Asset Management & Custody Banks,Mid,NYQ,0.673,698879.0,Yes,
FHN,First Horizon,Financials,Regional Banks,Mid,NYQ,0.62,6392266.0,Yes,
FIVE,Five Below,Consumer Discretionary,Specialty Stores,Mid,NMS,1.108,1090003.0,No,
FLEX,Flex Ltd.,Information Technology,Electronic Manufacturing Services,Mid,NMS,1.248,3564406.0,No,
FLG,Flagstar Bank,Financials,Regional Banks,Mid,NYQ,1.082,5179227.0,Yes,
FLO,Flowers Foods,Consumer Staples,Packaged Foods & Meats,Mid,NYQ,0.318,4982344.0,Yes,
FLR,Fluor,Industrials,Construction & Engineering,Mid,NYQ,1.278,2807222.0,No,
FLS,Flowserve,Industrials,Industrial Machinery & Supplies & Components,Mid,NYQ,1.284,1464640.0,Yes,
FN,Fabrinet,Information Technology,Electronic Manufacturing Services,Mid,NYQ,1.024,680123.0,No,
FNB,FNB Corporation,Financials,Regional Banks,Mid,NYQ,0.913,6851891.0,Yes,
FND,Floor & Decor,Consumer Discretionary,Home Improvement Retail,Mid,NYQ,1.742,2497367.0,No,
FNF,Fidelity National Financial,Financials,Property & Casualty Insurance,Mid,NYQ,1.027,1830250.0,Yes,
FOUR,Shift4,Financials,Transaction & Payment Processing Services,Mid,NYQ,1.644,2346922.0,No,
FR,First Industrial Realty Trust,Real Estate,Industrial REITs,Mid,NYQ,1.116,1083027.0,Yes,
FTI,TechnipFMC,Energy,Oil & Gas Equipment & Services,Mid,NYQ,0.735,3884116.0,Yes,
G,Genpact,Industrials,Data Processing & Outsourced Services,Mid,NYQ,0.742,2127315.0,Yes,
GAP,Gap Inc.,Consumer Discretionary,Apparel Retail,Mid,NYQ,2.239,7808208.0,Yes,
GATX,GATX,Industrials,Construction Machinery & Heavy Transportation Equipment,Mid,NYQ,1.222,194811.0,Yes,
GBCI,Glacier Bancorp,Financials,Regional Banks,Mid,NYQ,0.746,1053438.0,Yes,
GEF,"Greif, Inc.",Materials,"Metal, Glass & Plastic Containers",Mid,NYQ,0.918,229918.0,Yes,
GGG,Graco Inc.,Industrials,Industrial Machinery & Supplies & Components,Mid,NYQ,1.068,990394.0,Yes,
GHC,Graham Holdings,Consumer Discretionary,Education Services,Mid,NYQ,0.808,18279.0,Yes,
GLPI,Gaming and Leisure Properties,Real Estate,Other Specialized REITs,Mid,NMS,0.681,2362230.0,Yes,
GME,GameStop,Consumer Discretionary,Computer & Electronics Retail,Mid,NYQ,1.886,7207059.0,No,
GMED,Globus Medical,Health Care,Health Care Equipment,Mid,NYQ,1.069,1254103.0,No,
GNTX,Gentex,Consumer Discretionary,Automotive Parts & Equipment,Mid,NMS,0.76,2260825.0,Yes,
GPK,Graphic Packaging,Materials,Paper & Plastic Packaging Products & Materials,Mid,NYQ,0.619,6849137.0,Yes,
GT,Goodyear Tire & Rubber,Consumer Discretionary,Tires & Rubber,Mid,NMS,1.119,7364889.0,No,
GTLS,Chart Industries,Industrials,Industrial Machinery & Supplies & Components,Mid,NYQ,1.754,1281879.0,No,
GTM,ZoomInfo,Communication Services,Interactive Media & Services,Mid,NMS,1.112,8870418.0,No,
GWRE,Guidewire Software,Information Technology,Application Software,Mid,NYQ,1.095,1685332.0,No,
GXO,GXO Logistics,Industrials,Air Freight & Logistics,Mid,NYQ,1.695,1313015.0,No,
H,Hyatt,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Mid,NYQ,1.256,879347.0,Yes,
HAE,Haemonetics,Health Care,Health Care Supplies,Mid,NYQ,0.313,850066.0,No,
HALO,Halozyme,Health Care,Biotechnology,Mid,NMS,1.019,1859142.0,No,
HGV,Hilton Grand Vacations,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Mid,NYQ,1.469,769900.0,No,
HIMS,Hims & Hers Health,Health Care,Health Care Services,Mid,NYQ,2.608,33338000.0,No,
HL,Hecla Mining,Materials,Silver,Mid,NYQ,1.284,24611845.0,Yes,
HLI,Houlihan Lokey,Financials,Investment Banking & Brokerage,Mid,NYQ,0.963,567923.0,Yes,
HLNE,Hamilton Lane,Financials,Asset Management & Custody Banks,Mid,NMS,1.35,680788.0,Yes,
HOG,Harley-Davidson,Consumer Discretionary,Motorcycle Manufacturers,Mid,NYQ,1.404,3469025.0,Yes,
HOMB,Home BancShares,Financials,Regional Banks,Mid,NYQ,0.757,1383881.0,Yes,
HQY,HealthEquity,Health Care,Managed Health Care,Mid,NMS,0.317,1002998.0,No,
HR,Healthcare Realty Trust,Real Estate,Health Care REITs,Mid,NYQ,0.79,3539727.0,Yes,
HRB,H&R Block,Consumer Discretionary,Specialized Consumer Services,Mid,NYQ,0.356,2427883.0,Yes,
HWC,Hancock Whitney,Financials,Regional Banks,Mid,NMS,1.042,825876.0,Yes,
HXL,Hexcel,Industrials,Aerospace & Defense,Mid,NYQ,1.008,1284103.0,Yes,
IBOC,Intl Bancshares Corp,Financials,Regional Banks,Mid,NMS,0.726,352759.0,Yes,
IDA,Idacorp,Utilities,Electric Utilities,Mid,NYQ,0.547,459796.0,Yes,
ILMN,"Illumina, Inc.",Health Care,Life Sciences Tools & Services,Mid,NMS,1.503,2033969.0,No,
INGR,Ingredion,Consumer Staples,Agricultural Products & Services,Mid,NYQ,0.69,660755.0,Yes,
IPGP,IPG Photonics,Information Technology,Electronic Manufacturing Services,Mid,NMS,0.979,544105.0,No,
IRT,IRT Living,Real Estate,Multi-Family Residential REITs,Mid,NYQ,0.99,2767335.0,Yes,
ITT,ITT Inc.,Industrials,Industrial Machinery & Supplies & Components,Mid,NYQ,1.327,949786.0,Yes,
JAZZ,Jazz Pharmaceuticals,Health Care,Pharmaceuticals,Mid,NMS,0.234,997750.0,No,
JEF,Jefferies,Financials,Multi-Sector Holdings,Mid,NYQ,1.501,2882713.0,Yes,
JHG,Janus Henderson,Financials,Asset Management & Custody Banks,Mid,NYQ,1.518,2576520.0,Yes,
JLL,Jones Lang LaSalle,Real Estate,Real Estate Services,Mid,NYQ,1.435,528693.0,No,
KBH,KB Home,Consumer Discretionary,Homebuilding,Mid,NYQ,1.446,1106901.0,Yes,
KBR,"KBR, Inc.",Industrials,Diversified Support Services,Mid,NYQ,0.444,1415562.0,Yes,
KD,Kyndryl,Information Technology,IT Consulting & Other Services,Mid,NYQ,2.001,5143579.0,No,
KEX,Kirby Corporation,Industrials,Marine Transportation,Mid,NYQ,0.859,760279.0,No,
KMPR,Kemper Corporation,Financials,Multi-line Insurance,Mid,NYQ,1.144,1026825.0,Yes,
KNF,Knife River Corporation,Materials,Construction Materials,Mid,NYQ,0.447,619972.0,No,
KNSL,Kinsale Capital Group,Financials,Property & Casualty Insurance,Mid,NYQ,1.04,236520.0,Yes,
KNX,Knight-Swift,Industrials,Cargo Ground Transportation,Mid,NYQ,1.103,3168594.0,Yes,
KRC,Kilroy Realty Corp,Real Estate,Office REITs,Mid,NYQ,1.114,2050711.0,Yes,
KRG,Kite Realty Group Trust,Real Estate,Retail REITs,Mid,NYQ,0.871,1896461.0,Yes,
KTOS,Kratos Defense & Security Solutions,Industrials,Aerospace & Defense,Mid,NMS,1.146,4183520.0,No,
LAD,Lithia Motors,Consumer Discretionary,Automotive Retail,Mid,NYQ,1.199,304010.0,Yes,
LAMR,Lamar Advertising Company,Real Estate,Other Specialized REITs,Mid,NMS,1.225,520127.0,Yes,
LEA,Lear,Consumer Discretionary,Automotive Parts & Equipment,Mid,NYQ,1.255,553952.0,Yes,
LECO,Lincoln Electric,Industrials,Industrial Machinery & Supplies & Components,Mid,NMS,1.257,349913.0,Yes,
LFUS,Littelfuse,Information Technology,Electronic Components,Mid,NMS,1.415,267172.0,Yes,
LITE,Lumentum Holdings,Information Technology,Communications Equipment,Mid,NMS,1.412,5582830.0,No,
LIVN,LivaNova,Health Care,Health Care Equipment,Mid,NMS,0.948,763461.0,No,
LNTH,Lantheus Holdings,Health Care,Health Care Supplies,Mid,NGM,-0.14,941638.0,No,
LOPE,Grand Canyon Education,Consumer Discretionary,Education Services,Mid,NMS,0.726,295003.0,No,
LPX,Louisiana-Pacific,Materials,Forest Products,Mid,NYQ,1.748,1095077.0,Yes,
LSCC,Lattice Semiconductor,Information Technology,Semiconductors,Mid,NMS,1.68,1951594.0,No,
LSTR,Landstar System,Industrials,Cargo Ground Transportation,Mid,NMS,0.812,564355.0,Yes,
M,Macy's,Consumer Discretionary,Broadline Retail,Mid,NYQ,1.524,7499083.0,Yes,
MANH,Manhattan Associates,Information Technology,Application Software,Mid,NMS,1.069,799010.0,No,
MASI,Masimo,Health Care,Health Care Equipment,Mid,NMS,1.248,1604162.0,No,
MAT,Mattel,Consumer Discretionary,Leisure Products,Mid,NMS,0.729,5092011.0,No,
MEDP,Medpace,Health Care,Life Sciences Tools & Services,Mid,NMS,1.459,333871.0,No,
MIDD,Middleby,Industrials,Industrial Machinery & Supplies & Components,Mid,NMS,1.345,622623.0,No,
MKSI,MKS Instruments,Information Technology,Semiconductor Materials & Equipment,Mid,NMS,1.92,1480628.0,Yes,
MLI,Mueller Industries,Industrials,Industrial Machinery & Supplies & Components,Mid,NYQ,1.06,811418.0,Yes,
MMS,Maximus Inc.,Industrials,Data Processing & Outsourced Services,Mid,NYQ,0.564,682325.0,Yes,
MORN,"Morningstar, Inc.",Financials,Financial Exchanges & Data,Mid,NMS,1.108,552918.0,Yes,
MP,MP Materials,Materials,Diversified Metals & Mining,Mid,NYQ,1.622,7486910.0,No,
MSA,MSA Safety,Industrials,Office Services & Supplies,Mid,NYQ,0.985,217693.0,Yes,
MSM,MSC Industrial Direct,Industrials,Trading Companies & Distributors,Mid,NYQ,0.79,710740.0,Yes,
MTDR,Matador Resources,Energy,Oil & Gas Exploration & Production,Mid,NYQ,1.05,1874679.0,Yes,
MTG,MGIC Investment Corporation,Financials,Reinsurance,Mid,NYQ,0.798,2227437.0,Yes,
MTN,Vail Resorts,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Mid,NYQ,0.802,947684.0,Yes,
MTSI,MACOM Technology Solutions,Information Technology,Semiconductors,Mid,NMS,1.457,1338381.0,No,
MTZ,MasTec,Industrials,Construction & Engineering,Mid,NYQ,1.889,941822.0,No,
MUR,Murphy Oil,Energy,Oil & Gas Exploration & Production,Mid,NYQ,0.728,2675930.0,Yes,
MUSA,Murphy USA,Consumer Discretionary,Automotive Retail,Mid,NYQ,0.366,342993.0,Yes,
MZTI,The Marzetti Company,Consumer Staples,Packaged Foods & Meats,Mid,NMS,0.415,214120.0,Yes,
NBIX,Neurocrine Biosciences,Health Care,Biotechnology,Mid,NMS,0.356,1130903.0,No,
NEU,NewMarket Corporation,Materials,Specialty Chemicals,Mid,NYQ,0.519,157669.0,Yes,
NFG,National Fuel Gas,Utilities,Gas Utilities,Mid,NYQ,0.563,793457.0,Yes,
NJR,New Jersey Resources,Utilities,Gas Utilities,Mid,NYQ,0.585,554862.0,Yes,
NLY,Annaly Capital Management,Financials,Mortgage REITs,Mid,NYQ,1.297,8448537.0,Yes,
NNN,NNN Reit,Real Estate,Retail REITs,Mid,NYQ,0.821,1457662.0,Yes,
NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,Mid,NYQ,0.929,4763759.0,Yes,
NOVT,Novanta,Information Technology,Electronic Equipment & Instruments,Mid,NMS,1.632,452481.0,No,
NSA,National Storage Affiliates Trust,Real Estate,Self-Storage REITs,Mid,NYQ,1.188,2062533.0,Yes,
NTNX,Nutanix,Information Technology,Systems Software,Mid,NMS,0.528,4874920.0,No,
NVST,Envista Holdings,Health Care,Health Care Supplies,Mid,NYQ,0.948,2831471.0,No,
NVT,nVent Electric plc,Industrials,Electrical Components & Equipment,Mid,NYQ,1.303,2270850.0,Yes,
NWE,NorthWestern Corporation,Utilities,Multi-Utilities,Mid,NMS,0.315,558600.0,Yes,
NXST,Nexstar Media Group,Communication Services,Broadcasting,Mid,NMS,0.786,350171.0,Yes,
NXT,Nextpower,Industrials,Electrical Components & Equipment,Mid,NMS,2.424,1930271.0,No,
NYT,New York Times Company,Communication Services,Publishing,Mid,NYQ,1.107,2270147.0,Yes,
OC,Owens Corning,Industrials,Building Products,Mid,NYQ,1.319,1460411.0,Yes,
OGE,OGE Energy,Utilities,Multi-Utilities,Mid,NYQ,0.577,1611715.0,Yes,
OGS,ONE Gas,Utilities,Gas Utilities,Mid,NYQ,0.756,466061.0,Yes,
OHI,Omega Healthcare Investors,Real Estate,Health Care REITs,Mid,NYQ,0.546,1965976.0,Yes,
OKTA,"Okta, Inc.",Information Technology,Application Software,Mid,NMS,0.838,3060849.0,No,
OLED,Universal Display,Information Technology,Semiconductors,Mid,NMS,1.634,759330.0,Yes,
OLLI,Ollie's Bargain Outlet,Consumer Discretionary,Broadline Retail,Mid,NGM,0.529,1157127.0,No,
OLN,Olin Corporation,Materials,Diversified Chemicals,Mid,NYQ,1.506,3170847.0,Yes,
ONB,Old National Bank,Financials,Regional Banks,Mid,NMS,0.829,3105830.0,Yes,
ONTO,Onto Innovation,Information Technology,Semiconductor Materials & Equipment,Mid,NYQ,1.475,897979.0,No,
OPCH,Option Care Health,Health Care,Health Care Facilities,Mid,NMS,0.883,1818605.0,No,
ORA,Ormat Technologies,Utilities,Renewable Electricity,Mid,NYQ,0.868,769042.0,Yes,
ORI,Old Republic International,Financials,Property & Casualty Insurance,Mid,NYQ,0.747,2012259.0,Yes,
OSK,Oshkosh,Industrials,Construction Machinery & Heavy Transportation Equipment,Mid,NYQ,1.354,796332.0,Yes,
OVV,Ovintiv,Energy,Oil & Gas Exploration & Production,Mid,NYQ,0.704,4972071.0,Yes,
OZK,Bank OZK,Financials,Regional Banks,Mid,NMS,0.94,1395466.0,Yes,
PAG,Penske Automotive Group,Consumer Discretionary,Automotive Retail,Mid,NYQ,0.858,302718.0,Yes,
PATH,UiPath,Information Technology,Systems Software,Mid,NYQ,1.09,35000527.0,No,
PB,Prosperity Bancshares,Financials,Regional Banks,Mid,NYQ,0.67,1244893.0,Yes,
PBF,PBF Energy,Energy,Oil & Gas Refining & Marketing,Mid,NYQ,0.411,3650600.0,Yes,
PCTY,Paylocity,Industrials,Human Resource & Employment Services,Mid,NMS,0.602,815752.0,No,
PEGA,Pegasystems,Information Technology,Application Software,Mid,NMS,1.116,2224962.0,Yes,
PEN,"Penumbra, Inc.",Health Care,Health Care Equipment,Mid,NYQ,0.836,1009074.0,No,
PFGC,Performance Food Group,Consumer Staples,Food Distributors,Mid,NYQ,0.904,2340491.0,No,
PII,Polaris,Consumer Discretionary,Leisure Products,Mid,NYQ,1.165,941847.0,Yes,
PINS,Pinterest,Communication Services,,Mid,NYQ,0.953,19024689.0,No,
PK,Park Hotels & Resorts,Real Estate,Hotel & Resort REITs,Mid,NYQ,1.398,3914427.0,Yes,
PLNT,Planet Fitness,Consumer Discretionary,Leisure Facilities,Mid,NYQ,1.296,1901410.0,No,
PNFP,Pinnacle Financial Partners,Financials,Regional Banks,Mid,NYQ,1.002,1804474.0,Yes,
POR,Portland General Electric,Utilities,Electric Utilities,Mid,NYQ,0.645,1278038.0,Yes,
POST,Post Holdings,Consumer Staples,Packaged Foods & Meats,Mid,NYQ,0.339,827569.0,No,
PPC,Pilgrim's Pride,Consumer Staples,Packaged Foods & Meats,Mid,NMS,0.418,896223.0,No,
PR,Permian Resources,Energy,Oil & Gas Exploration & Production,Mid,NYQ,0.642,12333623.0,Yes,
PRI,Primerica,Financials,Life & Health Insurance,Mid,NYQ,0.917,221249.0,Yes,
PSN,Parsons Corporation,Industrials,Aerospace & Defense,Mid,NYQ,0.649,1241016.0,No,
PSTG,Everpure,Information Technology,"Technology Hardware, Storage & Peripherals",Mid,NYQ,1.329,3566200.0,No,
PVH,PVH Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Mid,NYQ,1.673,924952.0,Yes,
QLYS,Qualys,Information Technology,Systems Software,Mid,NMS,0.604,633633.0,No,
R,Ryder,Industrials,Cargo Ground Transportation,Mid,NYQ,0.905,365842.0,Yes,
RBA,RB Global,Industrials,Diversified Support Services,Mid,NYQ,0.554,1463013.0,Yes,
RBC,RBC Bearings,Industrials,Industrial Machinery & Supplies & Components,Mid,NYQ,1.498,199316.0,No,
REXR,Rexford Industrial Realty,Real Estate,Industrial REITs,Mid,NYQ,1.251,2639130.0,Yes,
RGA,Reinsurance Group of America,Financials,Reinsurance,Mid,NYQ,0.5,403262.0,Yes,
RGEN,Repligen,Health Care,Biotechnology,Mid,NMS,1.183,779511.0,No,
RGLD,Royal Gold,Materials,Gold,Mid,NMS,0.647,1049944.0,Yes,
RH,RH,Consumer Discretionary,Homefurnishing Retail,Mid,NYQ,2.096,1042983.0,No,
RLI,RLI Corp.,Financials,Property & Casualty Insurance,Mid,NYQ,0.452,788438.0,Yes,
RMBS,Rambus,Information Technology,Semiconductors,Mid,NMS,1.589,2348593.0,No,
RNR,RenaissanceRe,Financials,Reinsurance,Mid,NYQ,0.232,387552.0,Yes,
ROIV,Roivant Sciences,Health Care,Biotechnology,Mid,NMS,1.207,6455369.0,No,
RPM,RPM International,Materials,Specialty Chemicals,Mid,NYQ,1.056,1053769.0,Yes,
RRC,Range Resources,Energy,Oil & Gas Exploration & Production,Mid,NYQ,0.568,3353994.0,Yes,
RRX,Regal Rexnord,Industrials,Electrical Components & Equipment,Mid,NYQ,1.034,1062200.0,Yes,
RS,"Reliance, Inc.",Materials,Steel,Mid,NYQ,0.875,361940.0,Yes,
RYAN,Ryan Specialty,Financials,Insurance Brokers,Mid,NYQ,0.65,2040920.0,Yes,
RYN,Rayonier,Real Estate,Timber REITs,Mid,NYQ,1.013,3220577.0,Yes,
SAIA,Saia,Industrials,Cargo Ground Transportation,Mid,NMS,2.026,551538.0,No,
SAIC,Science Applications Intl Corp,Industrials,Diversified Support Services,Mid,NMS,0.321,659564.0,Yes,
SAM,Boston Beer Company,Consumer Staples,Brewers,Mid,NYQ,0.955,166874.0,No,
SARO,StandardAero,Industrials,Aerospace & Defense,Mid,NYQ,,4434369.0,No,
SATS,EchoStar,Communication Services,Wireless Telecommunication Services,Mid,NMS,1.02,5908150.0,No,
