symbol,company_name,sector,industry,market_cap_category,exchange,beta,average_volume_90_days,has_dividend,ipo_year
RDNT,"RadNet, Inc.",Health Care,Health Care Services,Small,NGM,1.461,790910.0,No,
RES,"RPC, Inc.",Energy,Oil & Gas Equipment & Services,Small,NYQ,0.741,2463777.0,Yes,
REYN,Reynolds Consumer Products,Consumer Staples,Household Products,Small,NMS,0.541,1015425.0,Yes,
REX,REX American Resources Corporation,Energy,Oil & Gas Refining & Marketing,Small,NYQ,0.77,179610.0,No,
REZI,"Resideo Technologies, Inc.",Industrials,Trading Companies & Distributors,Small,NYQ,1.682,1312794.0,No,
RHI,Robert Half,Industrials,Human Resource & Employment Services,Small,NYQ,0.899,3251372.0,Yes,
RHP,Ryman Hospitality Properties,Real Estate,Hotel & Resort REITs,Small,NYQ,1.192,490952.0,Yes,
RNG,"RingCentral, Inc.",Information Technology,Application Software,Small,NYQ,1.214,2485428.0,Yes,
RNST,Renasant Corp.,Financials,Regional Banks,Small,NYQ,0.978,727569.0,Yes,
ROCK,"Gibraltar Industries, Inc.",Industrials,Building Products,Small,NMS,1.337,339167.0,No,
ROG,Rogers Corporation,Information Technology,Electronic Components,Small,NYQ,0.358,157647.0,No,
RRR,"Red Rock Resorts, Inc.",Consumer Discretionary,Casinos & Gaming,Small,NMS,1.453,727440.0,Yes,
RUN,Sunrun,Industrials,Building Products,Small,NMS,2.461,9583981.0,No,
RUSHA,Rush Enterprises,Industrials,Construction Machinery & Heavy Transportation Equipment,Small,NMS,0.873,485040.0,Yes,
RWT,"Redwood Trust, Inc.",Real Estate,Mortgage REITs,Small,NYQ,1.587,1667896.0,Yes,
RXO,"RXO, Inc.",Industrials,Cargo Ground Transportation,Small,NYQ,1.544,2458254.0,No,
SAFE,"Safehold, Inc.",Real Estate,Other Specialized REITs,Small,NYQ,1.829,378572.0,Yes,
SABR,Sabre,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Small,NMS,1.025,10521688.0,No,
SAFT,"Safety Insurance Group, Inc.",Financials,Property & Casualty Insurance,Small,NMS,0.193,76084.0,Yes,
SAH,"Sonic Automotive, Inc.",Consumer Discretionary,Automotive Retail,Small,NYQ,0.906,273535.0,Yes,
SANM,Sanmina Corporation,Information Technology,Electronic Manufacturing Services,Small,NMS,0.982,818174.0,No,
SBCF,Seacoast Banking Corporation of Florida,Financials,Regional Banks,Small,NMS,0.934,757774.0,Yes,
SBH,"Sally Beauty Holdings, Inc.",Consumer Discretionary,Specialty Stores,Small,NYQ,1.078,1685638.0,No,
SBSI,"Southside Bancshares, Inc.",Financials,Regional Banks,Small,NYQ,0.593,120174.0,Yes,
SCHL,Scholastic Corporation,Consumer Discretionary,Publishing,Small,NMS,1.178,440391.0,Yes,
SCL,Stepan Company,Materials,Specialty Chemicals,Small,NYQ,1.04,187076.0,Yes,
SCSC,"ScanSource, Inc.",Information Technology,Technology Distributors,Small,NMS,1.284,213827.0,No,
SDGR,"Schrödinger, Inc.",Health Care,Health Care Services,Small,NMS,1.654,1351557.0,No,
SEDG,SolarEdge,Information Technology,Semiconductor Materials & Equipment,Small,NMS,1.641,3250711.0,No,
SEE,Sealed Air,Materials,Paper & Plastic Packaging Products & Materials,Small,NYQ,1.342,2896852.0,Yes,
SEM,"Select Medical Holdings, Corp.",Health Care,Health Care Facilities,Small,NYQ,0.965,1834744.0,Yes,
SEZL,Sezzle,Financials,Transaction & Payment Processing Services,Small,NCM,8.617,773367.0,No,
SFBS,"ServisFirst Bancshares, Inc.",Financials,Regional Banks,Small,NYQ,0.863,331505.0,Yes,
SFNC,Simmons First National Corporation,Financials,Regional Banks,Small,NMS,0.921,1183344.0,Yes,
SHAK,"Shake Shack, Inc.",Consumer Discretionary,Restaurants,Small,NYQ,1.766,1520811.0,No,
SHEN,Shenandoah Telecommunications Co,Communication Services,Wireless Telecommunication Services,Small,NMS,0.704,287364.0,Yes,
SHO,"Sunstone Hotel Investors, Inc.",Real Estate,Hotel & Resort REITs,Small,NYQ,0.996,1947130.0,Yes,
SHOO,"Steven Madden, Ltd.",Consumer Discretionary,Footwear,Small,NMS,1.148,1498481.0,Yes,
SIG,Signet Jewelers,Consumer Discretionary,Specialty Stores,Small,NYQ,1.218,942106.0,Yes,
SITM,SiTime,Information Technology,Semiconductors,Small,NGM,2.559,393216.0,No,
SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,Retail REITs,Small,NYQ,1.168,1024150.0,Yes,
SKY,"Champion Homes, Inc.",Consumer Discretionary,Homebuilding,Small,NYQ,1.03,722203.0,No,
SKYW,"SkyWest, Inc.",Industrials,Passenger Airlines,Small,NMS,1.616,307400.0,No,
SLG,SL Green Realty,Real Estate,Office REITs,Small,NYQ,1.651,1350194.0,Yes,
SLVM,Sylvamo Corp.,Materials,Paper Products,Small,NYQ,0.842,323850.0,Yes,
SM,SM Energy Company,Energy,Oil & Gas Exploration & Production,Small,NYQ,0.99,6718998.0,Yes,
SMP,"Standard Motor Products, Inc.",Consumer Discretionary,Automotive Parts & Equipment,Small,NYQ,0.752,132996.0,Yes,
SMPL,Simply Good Foods Company,Consumer Staples,Packaged Foods & Meats,Small,NCM,0.253,2176408.0,No,
SMTC,Semtech Corporation,Information Technology,Semiconductors,Small,NMS,2.035,1640555.0,No,
SNCY,Sun Country Airlines,Industrials,Passenger Airlines,Small,NMS,1.558,1426561.0,No,
SNDR,Schneider National,Industrials,Cargo Ground Transportation,Small,NYQ,1.058,963579.0,Yes,
SNEX,StoneX Group Inc.,Financials,Investment Banking & Brokerage,Small,NMS,0.396,584919.0,No,
SOLS,Solstice Advanced Materials,Materials,Specialty Chemicals,Small,NMS,,3205684.0,Yes,
SONO,"Sonos, Inc.",Consumer Discretionary,Consumer Electronics,Small,NMS,1.995,1751535.0,No,
SPNT,SiriusPoint Ltd.,Financials,Reinsurance,Small,NYQ,0.673,631033.0,No,
SPSC,"SPS Commerce, Inc.",Information Technology,Application Software,Small,NMS,0.629,747571.0,No,
SRPT,Sarepta Therapeutics,Health Care,Biotechnology,Small,NMS,0.461,2612386.0,No,
SSTK,"Shutterstock, Inc.",Communication Services,Interactive Media & Services,Small,NYQ,1.23,321625.0,Yes,
STAA,STAAR Surgical Company,Health Care,Health Care Equipment,Small,NGM,1.053,1489425.0,No,
STBA,"S&T Bancorp, Inc.",Financials,Regional Banks,Small,NMS,0.876,239449.0,Yes,
STC,Stewart Information Services Corporation,Financials,Property & Casualty Insurance,Small,NYQ,1.002,253562.0,Yes,
STEL,"Stellar Bancorp, Inc.",Financials,Regional Banks,Small,NYQ,0.769,556274.0,Yes,
STEP,StepStone Group,Financials,Asset Management & Custody Banks,Small,NMS,1.405,1232516.0,Yes,
STRA,"Strategic Education, Inc.",Consumer Discretionary,Education Services,Small,NMS,0.562,260359.0,Yes,
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,Small,NGM,0.718,727740.0,No,
SXC,"SunCoke Energy, Inc.",Materials,Steel,Small,NYQ,0.962,1728754.0,Yes,
SXI,Standex International Corporation,Industrials,Industrial Machinery & Supplies & Components,Small,NYQ,1.119,156674.0,Yes,
SXT,Sensient Technologies,Materials,Specialty Chemicals,Small,NYQ,0.542,293249.0,Yes,
TALO,"Talos Energy, Inc.",Energy,Oil & Gas Exploration & Production,Small,NYQ,0.51,2156615.0,No,
TBBK,"The Bancorp, Inc.",Financials,Regional Banks,Small,NMS,1.326,627742.0,No,
TDC,Teradata,Information Technology,IT Consulting & Other Services,Small,NYQ,0.541,1870237.0,No,
TDS,"Telephone and Data Systems, Inc.",Communication Services,Integrated Telecommunication Services,Small,NYQ,0.278,949511.0,Yes,
TDW,"Tidewater, Inc.",Energy,Oil & Gas Equipment & Services,Small,NYQ,0.586,789144.0,No,
TFIN,"Triumph Bancorp, Inc.",Financials,Regional Banks,Small,NYQ,1.511,237983.0,No,
TFX,Teleflex,Health Care,Health Care Equipment,Small,NYQ,0.861,941022.0,Yes,
TGNA,Tegna,Communication Services,Broadcasting,Small,NYQ,0.121,1795466.0,Yes,
TGTX,"TG Therapeutics, Inc.",Health Care,Biotechnology,Small,NCM,1.86,2069857.0,No,
THRM,Gentherm Incorporated,Consumer Discretionary,Automotive Parts & Equipment,Small,NMS,1.31,256537.0,No,
TILE,"Interface, Inc.",Industrials,Office Services & Supplies,Small,NMS,1.899,409518.0,Yes,
TMDX,"TransMedics Group, Inc.",Health Care,Health Care Equipment,Small,NGM,1.955,815727.0,No,
TMP,Tompkins Financial Corporation,Financials,Regional Banks,Small,ASE,0.749,65722.0,Yes,
TNC,Tennant Company,Industrials,Industrial Machinery & Supplies & Components,Small,NYQ,1.057,213301.0,Yes,
TNDM,Tandem Diabetes Care,Health Care,Health Care Equipment,Small,NGM,1.671,1920627.0,No,
TPH,"Tri Pointe Homes, Inc.",Consumer Discretionary,Homebuilding,Small,NYQ,1.335,2425259.0,No,
TR,"Tootsie Roll Industries, Inc.",Consumer Staples,Packaged Foods & Meats,Small,NYQ,0.511,134999.0,Yes,
TRIP,TripAdvisor,Communication Services,Interactive Media & Services,Small,NMS,0.951,3339528.0,No,
TRMK,Trustmark Corp.,Financials,Regional Banks,Small,NMS,0.651,375240.0,Yes,
TRN,"Trinity Industries, Inc.",Industrials,Construction Machinery & Heavy Transportation Equipment,Small,NYQ,1.461,810952.0,Yes,
TRNO,Terreno Realty Corporation,Real Estate,Industrial REITs,Small,NYQ,1.135,718771.0,Yes,
TRST,TrustCo Bank Corp NY,Financials,Regional Banks,Small,NMS,0.598,121608.0,Yes,
TRUP,Trupanion,Financials,Life & Health Insurance,Small,NGM,1.698,472601.0,No,
TWI,"Titan International, Inc.",Materials,Agricultural & Farm Machinery,Small,NYQ,1.462,686603.0,No,
TWO,Two Harbors Investment Corp.,Financials,Mortgage REITs,Small,NYQ,1.212,3560528.0,Yes,
UA,Under Armour (Class C),Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Small,NYQ,1.77,5074722.0,No,
UAA,Under Armour (Class A),Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Small,NYQ,1.77,12358818.0,No,
UCB,"United Community Banks, Inc.",Financials,Regional Banks,Small,NYQ,0.851,897506.0,Yes,
UCTT,"Ultra Clean Holdings, Inc.",Information Technology,Semiconductor Materials & Equipment,Small,NMS,1.879,1377791.0,No,
UE,Urban Edge Properties,Real Estate,Retail REITs,Small,NYQ,1.042,971167.0,Yes,
UFCS,"United Fire Group, Inc.",Financials,Property & Casualty Insurance,Small,NMS,0.392,116808.0,Yes,
UFPT,"UFP Technologies, Inc.",Health Care,Health Care Equipment,Small,NCM,1.146,189516.0,No,
UHT,Universal Health Realty Income Trust,Real Estate,Health Care REITs,Small,NYQ,0.888,68357.0,Yes,
UNF,UniFirst Corporation,Industrials,Diversified Support Services,Small,NYQ,0.723,288347.0,Yes,
UNFI,United Natural Foods Inc,Consumer Staples,Food Retail,Small,NYQ,0.95,789293.0,No,
UNIT,Uniti Group,Communication Services,Alternative Carriers,Small,NMS,1.539,2024708.0,No,
UPBD,"Upbound Group, Inc.",Consumer Discretionary,Computer & Electronics Retail,Small,NMS,1.841,789052.0,Yes,
UPWK,"Upwork, Inc.",Industrials,Human Resource & Employment Services,Small,NMS,1.129,3549389.0,No,
URBN,"Urban Outfitters, Inc.",Consumer Discretionary,Apparel Retail,Small,NMS,1.213,1726601.0,No,
USPH,"U.S. Physical Therapy, Inc.",Health Care,Health Care Facilities,Small,NYQ,1.341,205311.0,Yes,
UTL,Unitil Corporation,Utilities,Electric Utilities,Small,NYQ,0.455,118462.0,Yes,
UVV,Universal Corporation,Consumer Staples,Tobacco,Small,NYQ,0.607,207505.0,Yes,
VAC,Marriott Vacations Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Small,NYQ,1.249,625771.0,Yes,
VCEL,Vericel,Health Care,Biotechnology,Small,NGM,1.194,522998.0,No,
VCTR,"Victory Capital Holdings, Inc.",Financials,Asset Management & Custody Banks,Small,NMS,1.046,595847.0,Yes,
VCYT,"Veracyte, Inc.",Health Care,Health Care Services,Small,NGM,1.956,877283.0,No,
VECO,Veeco Instruments Inc.,Information Technology,Semiconductor Materials & Equipment,Small,NMS,1.192,870274.0,No,
VIAV,VIAVI Solutions,Information Technology,Communications Equipment,Small,NMS,0.946,5113086.0,No,
VICR,Vicor Corporation,Industrials,Electrical Components & Equipment,Small,NMS,1.916,771437.0,No,
VIR,"Vir Biotechnology, Inc.",Health Care,Biotechnology,Small,NMS,1.711,3557672.0,No,
VIRT,"Virtu Financial, Inc.",Financials,Financial Exchanges & Data,Small,NYQ,0.579,1168420.0,Yes,
VITL,"Vital Farms, Inc.",Consumer Staples,Agricultural Products & Services,Small,NGM,1.207,2018357.0,No,
VRE,"Veris Residential, Inc.",Real Estate,Office REITs,Small,NYQ,1.194,1531861.0,Yes,
VRRM,Verra Mobility Corporation,Industrials,Data Processing & Outsourced Services,Small,NCM,0.62,1522728.0,No,
VRTS,"Virtus Investment Partners, Inc.",Financials,Asset Management & Custody Banks,Small,NYQ,1.494,93623.0,Yes,
VSAT,"Viasat, Inc.",Information Technology,Communications Equipment,Small,NMS,1.488,1721966.0,No,
VSCO,Victoria's Secret,Consumer Discretionary,Apparel Retail,Small,NYQ,2.267,2180406.0,No,
VSH,Vishay Intertechnology,Information Technology,Electronic Components,Small,NYQ,1.154,2185154.0,Yes,
VSNT,"Versant Media Group, Inc.",Communication Services,Cable & Satellite,Small,NMS,,4609800.0,Yes,
VSTS,Vestis,Industrials,Diversified Support Services,Small,NYQ,0.731,2002950.0,Yes,
VTOL,Bristow Group Inc.,Energy,Oil & Gas Equipment & Services,Small,NYQ,1.382,200101.0,Yes,
VYX,NCR Voyix,Information Technology,IT Consulting & Other Services,Small,NYQ,1.574,2077535.0,No,
WABC,Westamerica Bank,Financials,Regional Banks,Small,NMS,0.592,175484.0,Yes,
WAFD,"WaFd, Inc.",Financials,Regional Banks,Small,NMS,0.848,620869.0,Yes,
WAY,Waystar Holding Corp,Health Care,Health Care Technology,Small,NMS,,2548103.0,No,
WD,"Walker & Dunlop, Inc.",Financials,Commercial & Residential Mortgage Finance,Small,NYQ,1.558,341057.0,Yes,
WDFC,WD-40 Company,Consumer Staples,Household Products,Small,NMS,0.173,175403.0,Yes,
WEN,The Wendy's Company,Consumer Discretionary,Restaurants,Small,NMS,0.379,8474754.0,Yes,
WERN,Werner Enterprises,Industrials,Cargo Ground Transportation,Small,NMS,1.045,1207144.0,Yes,
WGO,"Winnebago Industries, Inc.",Consumer Discretionary,Automobile Manufacturers,Small,NYQ,1.131,567686.0,Yes,
WHD,"Cactus, Inc.",Energy,Oil & Gas Equipment & Services,Small,NYQ,1.287,1031533.0,Yes,
WINA,Winmark,Consumer Discretionary,Other Specialty Retail,Small,NGM,0.648,92098.0,Yes,
WKC,World Kinect Corporation,Energy,Oil & Gas Refining & Marketing,Small,NYQ,1.122,871520.0,Yes,
WLY,John Wiley & Sons,Communication Services,Publishing,Small,NYQ,0.955,556085.0,Yes,
WOR,Worthington Enterprises,Industrials,Building Products,Small,NYQ,1.214,162706.0,Yes,
WRLD,World Acceptance Corporation,Financials,Consumer Finance,Small,NMS,1.207,125600.0,No,
WS,Worthington Steel,Materials,Steel,Small,NYQ,1.586,286735.0,Yes,
WSC,WillScot Holdings Corp.,Industrials,Office Services & Supplies,Small,NCM,1.096,1948689.0,Yes,
WSFS,WSFS Financial Corporation,Financials,Regional Banks,Small,NMS,0.791,438345.0,Yes,
WSR,Whitestone REIT,Real Estate,Retail REITs,Small,NYQ,0.77,235944.0,Yes,
WT,"WisdomTree Investments, Inc.",Financials,Asset Management & Custody Banks,Small,NYQ,1.051,3650189.0,Yes,
WU,Western Union,Financials,Transaction & Payment Processing Services,Small,NYQ,0.51,8566998.0,Yes,
WWW,"Wolverine World Wide, Inc.",Consumer Discretionary,Footwear,Small,NYQ,1.889,1479157.0,Yes,
XHR,"Xenia Hotels & Resorts, Inc.",Real Estate,Hotel & Resort REITs,Small,NYQ,1.197,754838.0,Yes,
XNCR,Xencor Inc,Health Care,Biotechnology,Small,NGM,0.999,727845.0,No,
XPEL,"XPEL, Inc.",Consumer Discretionary,Automotive Parts & Equipment,Small,NCM,1.287,241169.0,No,
YELP,"Yelp, Inc.",Communication Services,Interactive Media & Services,Small,NYQ,0.556,1426000.0,No,
YOU,"Clear Secure, Inc.",Information Technology,Application Software,Small,NYQ,1.103,1578550.0,Yes,
ZD,Ziff Davis,Communication Services,Advertising,Small,NMS,1.412,1042569.0,No,
ZWS,Zurn Elkay Water Solutions Corp.,Industrials,Industrial Machinery & Supplies & Components,Small,NYQ,0.77,998294.0,Yes,
